File_Path,Line_Number,Found_in_Function,Function_Definition_Line_Number,Assert_Statement_Type,Oracle_Argument_ Position,Differential_Function_Line_Number,Differential_Test_Function,Evaluation
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,153,test_ddp_comm_hook_quantize_per_tensor_hook,140,assert_allclose,2,149,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,172,test_ddp_comm_hook_quantize_per_channel_hook,157,assert_allclose,1,168,self._get_grads,TODO
test\distributed\algorithms\ddp_comm_hooks\test_ddp_hooks.py,172,test_ddp_comm_hook_quantize_per_channel_hook,157,assert_allclose,2,166,self._get_grads,TODO
test\distributed\elastic\multiprocessing\api_test.py,781,test_function_exit,743,assertLessEqual,2,781,UNSUPPORTED Name (named variable or defined function: int),TODO
test\distributed\elastic\rendezvous\dynamic_rendezvous_test.py,158,test_encoded_size_is_within_expected_limit,125,assertLessEqual,1,158,UNSUPPORTED Name (named variable or defined function: len),TODO
test\distributed\elastic\timer\local_timer_test.py,179,test_get_less_than_size,161,assertLessEqual,2,179,UNSUPPORTED Name (named variable or defined function: len),TODO
test\distributed\elastic\timer\local_timer_test.py,206,test_watchdog_call_count,193,assertLessEqual,1,204,,TODO
test\distributed\pipeline\sync\skip\test_gpipe.py,67,forward,50,allclose,1,52,UNSUPPORTED Binary Operation,TODO
test\distributions\test_distributions.py,793,_check_sampler_sampler,765,assertLess,2,789,UNSUPPORTED Binary Operation,TODO
test\distributions\test_distributions.py,1496,test_vonmises_logprob,1490,assertLess,1,1496,UNSUPPORTED Name (named variable or defined function: abs),TODO
test\distributions\test_distributions.py,2346,test_kumaraswamy_mean_variance,2333,assertLess,1,2345,max,TODO
test\distributions\test_distributions.py,2346,test_kumaraswamy_mean_variance,2333,assertLess,1,2351,max,TODO
test\distributions\test_distributions.py,2352,test_kumaraswamy_mean_variance,2333,assertLess,1,2345,max,TODO
test\distributions\test_distributions.py,2352,test_kumaraswamy_mean_variance,2333,assertLess,1,2351,max,TODO
test\distributions\test_distributions.py,2609,test_lkj_cholesky_log_prob,2589,allclose,1,2591,vec_to_tril_matrix,TODO
test\distributions\test_distributions.py,2609,test_lkj_cholesky_log_prob,2589,allclose,1,2593,UNSUPPORTED Binary Operation,TODO
test\distributions\test_distributions.py,2671,test_cdf_icdf_inverse,2659,assertLess,1,2670,UNSUPPORTED Binary Operation,TODO
test\distributions\test_distributions.py,3801,test_kl_lowrank_multivariate_normal,3781,assertLess,1,3800,max,TODO
test\distributions\test_distributions.py,3808,test_kl_lowrank_multivariate_normal,3781,assertLess,1,3807,max,TODO
test\distributions\test_distributions.py,3815,test_kl_lowrank_multivariate_normal,3781,assertLess,1,3814,max,TODO
test\jit\test_freezing.py,1880,forward,1869,allclose,1,1880,UNSUPPORTED Name (named variable or defined function: model),TODO
test\jit\test_freezing.py,1880,forward,1869,allclose,2,1880,UNSUPPORTED Name (named variable or defined function: mod),TODO
test\jit\test_freezing.py,1904,test_pool2d_batchnorm,1883,allclose,1,1904,UNSUPPORTED Name (named variable or defined function: sub_model),TODO
test\jit\test_freezing.py,1904,test_pool2d_batchnorm,1883,allclose,2,1904,UNSUPPORTED Name (named variable or defined function: mod),TODO
test\jit\test_freezing.py,1928,test_pool3d_batchnorm,1907,allclose,1,1928,UNSUPPORTED Name (named variable or defined function: sub_model),TODO
test\jit\test_freezing.py,1928,test_pool3d_batchnorm,1907,allclose,2,1928,UNSUPPORTED Name (named variable or defined function: mod),TODO
test\jit\test_freezing.py,1967,forward,1940,allclose,1,1967,UNSUPPORTED Name (named variable or defined function: sub_model),TODO
test\jit\test_freezing.py,1967,forward,1940,allclose,2,1967,UNSUPPORTED Name (named variable or defined function: mod),TODO
test\jit\test_freezing.py,1994,test_hardswish_hardsigmoid,1970,allclose,1,1994,UNSUPPORTED Name (named variable or defined function: aten_op),TODO
test\jit\test_freezing.py,1994,test_hardswish_hardsigmoid,1970,allclose,2,1994,UNSUPPORTED Name (named variable or defined function: m),TODO
test\jit\test_tracer.py,1260,forward,1256,allclose,1,1260,UNSUPPORTED Name (named variable or defined function: traced),TODO
test\mobile\test_bytecode.py,271,test_backport_bytecode_from_file_to_file,239,assert_allclose,1,269,mobile_module,TODO
test\mobile\test_bytecode.py,271,test_backport_bytecode_from_file_to_file,239,assert_allclose,2,270,UNSUPPORTED Binary Operation,TODO
test\mobile\test_bytecode.py,297,test_backport_bytecode_from_file_to_buffer,275,assert_allclose,1,295,mobile_module,TODO
test\mobile\test_bytecode.py,297,test_backport_bytecode_from_file_to_buffer,275,assert_allclose,2,296,UNSUPPORTED Binary Operation,TODO
test\onnx\test_pytorch_onnx_caffe2_quantized.py,48,generic_test,14,assert_almost_equal,1,28,q_model,TODO
test\onnx\test_pytorch_onnx_caffe2_quantized.py,48,generic_test,14,assert_almost_equal,2,35,,TODO
test\package\test_model.py,59,test_resnet,34,allclose,1,59,UNSUPPORTED Name (named variable or defined function: r2),TODO
test\package\test_model.py,59,test_resnet,34,allclose,2,58,resnet,TODO
test\package\test_model.py,91,test_resnet,34,allclose,1,91,UNSUPPORTED Name (named variable or defined function: r3),TODO
test\package\test_model.py,91,test_resnet,34,allclose,2,58,resnet,TODO
test\package\test_model.py,102,test_resnet,34,allclose,1,102,UNSUPPORTED Name (named variable or defined function: r4),TODO
test\package\test_model.py,102,test_resnet,34,allclose,2,58,resnet,TODO
test\package\test_package_fx.py,39,forward,25,allclose,1,39,UNSUPPORTED Name (named variable or defined function: loaded_traced),TODO
test\package\test_package_fx.py,39,forward,25,allclose,2,39,UNSUPPORTED Name (named variable or defined function: traced),TODO
test\package\test_package_fx.py,55,test_package_then_fx,41,allclose,1,55,UNSUPPORTED Name (named variable or defined function: loaded),TODO
test\package\test_package_fx.py,55,test_package_then_fx,41,allclose,2,55,UNSUPPORTED Name (named variable or defined function: traced),TODO
test\package\test_package_fx.py,90,test_package_fx_package,57,allclose,1,90,UNSUPPORTED Name (named variable or defined function: loaded),TODO
test\package\test_package_fx.py,90,test_package_fx_package,57,allclose,2,90,UNSUPPORTED Name (named variable or defined function: loaded2),TODO
test\package\test_package_fx.py,116,test_package_fx_with_imports,92,allclose,1,116,UNSUPPORTED Name (named variable or defined function: loaded_gm),TODO
test\package\test_package_fx.py,116,test_package_fx_with_imports,92,allclose,2,116,UNSUPPORTED Name (named variable or defined function: gm),TODO
test\package\test_package_script.py,44,test_package_interface,21,allclose,1,44,UNSUPPORTED Name (named variable or defined function: scripted),TODO
test\package\test_package_script.py,44,test_package_interface,21,allclose,2,44,UNSUPPORTED Name (named variable or defined function: scripted_loaded),TODO
test\package\test_package_script.py,106,test_package_script_class,93,allclose,2,102,package_importer.import_module,TODO
test\package\test_torchscript.py,428,test_save_shared_tensors,400,allclose,1,428,UNSUPPORTED Name (named variable or defined function: loaded_mod_1),TODO
test\package\test_torchscript.py,428,test_save_shared_tensors,400,allclose,2,428,UNSUPPORTED Name (named variable or defined function: mod1),TODO
test\package\test_torchscript.py,546,test_saving_and_scripting_packaged_mod,527,allclose,1,546,UNSUPPORTED Name (named variable or defined function: loaded_mod),TODO
test\package\test_torchscript.py,546,test_saving_and_scripting_packaged_mod,527,allclose,2,546,UNSUPPORTED Name (named variable or defined function: orig_mod),TODO
test\package\test_torchscript.py,559,test_saving_and_scripting_packaged_mod,527,allclose,1,559,UNSUPPORTED Name (named variable or defined function: loaded_mod_scripted),TODO
test\package\test_torchscript.py,559,test_saving_and_scripting_packaged_mod,527,allclose,2,559,UNSUPPORTED Name (named variable or defined function: orig_mod),TODO
test\package\test_torchscript.py,596,forward,573,allclose,1,596,UNSUPPORTED Name (named variable or defined function: loaded_imported),TODO
test\package\test_torchscript.py,596,forward,573,allclose,2,596,UNSUPPORTED Name (named variable or defined function: imported_mod),TODO
test\package\test_torchscript.py,637,forward,611,allclose,1,637,UNSUPPORTED Name (named variable or defined function: loaded_imported),TODO
test\package\test_torchscript.py,637,forward,611,allclose,2,637,UNSUPPORTED Name (named variable or defined function: imported_mod),TODO
test\package\test_torchscript.py,638,forward,611,allclose,1,638,UNSUPPORTED Name (named variable or defined function: loaded_inline),TODO
test\package\test_torchscript.py,638,forward,611,allclose,2,638,UNSUPPORTED Name (named variable or defined function: inline_mod),TODO
test\quantization\core\test_quantized_functional.py,64,_test_conv_api_impl,32,assert_array_almost_equal,1,46,conv_fn,TODO
test\quantization\core\test_quantized_functional.py,64,_test_conv_api_impl,32,assert_array_almost_equal,1,47,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_functional.py,64,_test_conv_api_impl,32,assert_array_almost_equal,2,49,qconv_fn,TODO
test\quantization\core\test_quantized_module.py,296,_test_conv_api_impl,232,assert_array_almost_equal,1,278,conv_module,TODO
test\quantization\core\test_quantized_module.py,296,_test_conv_api_impl,232,assert_array_almost_equal,1,279,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_module.py,296,_test_conv_api_impl,232,assert_array_almost_equal,2,281,qconv_module,TODO
test\quantization\core\test_quantized_module.py,329,_test_conv_api_impl,232,assert_array_almost_equal,1,278,conv_module,TODO
test\quantization\core\test_quantized_module.py,329,_test_conv_api_impl,232,assert_array_almost_equal,1,279,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_module.py,329,_test_conv_api_impl,232,assert_array_almost_equal,2,327,loaded_qconv_module,TODO
test\quantization\core\test_quantized_module.py,351,_test_conv_api_impl,232,assert_array_almost_equal,1,278,conv_module,TODO
test\quantization\core\test_quantized_module.py,351,_test_conv_api_impl,232,assert_array_almost_equal,1,279,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_module.py,351,_test_conv_api_impl,232,assert_array_almost_equal,2,349,copied_conv,TODO
test\quantization\core\test_quantized_module.py,361,_test_conv_api_impl,232,assert_array_almost_equal,1,278,conv_module,TODO
test\quantization\core\test_quantized_module.py,361,_test_conv_api_impl,232,assert_array_almost_equal,1,279,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_module.py,361,_test_conv_api_impl,232,assert_array_almost_equal,2,359,copied_conv,TODO
test\quantization\core\test_quantized_op.py,1822,test_cat_nhwc,1796,assert_allclose,1,1817,torch.ops.quantized.cat_relu,TODO
test\quantization\core\test_quantized_op.py,1822,test_cat_nhwc,1796,assert_allclose,1,1820,torch.ops.quantized.cat,TODO
test\quantization\core\test_quantized_op.py,1822,test_cat_nhwc,1796,assert_allclose,2,1811,torch.cat,TODO
test\quantization\core\test_quantized_op.py,1822,test_cat_nhwc,1796,assert_allclose,2,1814,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,3067,test_qlinear,2970,assert_array_almost_equal,1,3059,qlinear_ref,TODO
test\quantization\core\test_quantized_op.py,3067,test_qlinear,2970,assert_array_almost_equal,1,3064,np.reshape,TODO
test\quantization\core\test_quantized_op.py,3067,test_qlinear,2970,assert_array_almost_equal,2,3055,qlinear,TODO
test\quantization\core\test_quantized_op.py,3079,test_qlinear,2970,assert_array_almost_equal,1,3076,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,3079,test_qlinear,2970,assert_array_almost_equal,2,3055,qlinear,TODO
test\quantization\core\test_quantized_op.py,3205,_test_embedding_bag_unpack_fn,3127,assert_allclose,1,3133,pack_fn,TODO
test\quantization\core\test_quantized_op.py,3205,_test_embedding_bag_unpack_fn,3127,assert_allclose,1,3135,pack_fn,TODO
test\quantization\core\test_quantized_op.py,3207,_test_embedding_bag_unpack_fn,3127,assert_allclose,1,3136,unpack_fn,TODO
test\quantization\core\test_quantized_op.py,3337,embedding_bag_rowwise_offsets_run,3240,assert_allclose,1,3333,get_reference_result,TODO
test\quantization\core\test_quantized_op.py,3337,embedding_bag_rowwise_offsets_run,3240,assert_allclose,2,3324,pt_op,TODO
test\quantization\core\test_quantized_op.py,3337,embedding_bag_rowwise_offsets_run,3240,assert_allclose,2,3356,op,TODO
test\quantization\core\test_quantized_op.py,3361,embedding_bag_rowwise_offsets_run,3240,assert_allclose,1,3333,get_reference_result,TODO
test\quantization\core\test_quantized_op.py,3361,embedding_bag_rowwise_offsets_run,3240,assert_allclose,2,3324,pt_op,TODO
test\quantization\core\test_quantized_op.py,3361,embedding_bag_rowwise_offsets_run,3240,assert_allclose,2,3356,op,TODO
test\quantization\core\test_quantized_op.py,3447,test_embedding_byte,3420,assert_allclose,1,3446,torch.embedding,TODO
test\quantization\core\test_quantized_op.py,3447,test_embedding_byte,3420,assert_allclose,2,3444,quant_op,TODO
test\quantization\core\test_quantized_op.py,3470,test_embedding_2d_indices,3450,assert_allclose,1,3462,torch.embedding,TODO
test\quantization\core\test_quantized_op.py,3470,test_embedding_2d_indices,3450,assert_allclose,2,3469,quant_op,TODO
test\quantization\core\test_quantized_op.py,3492,test_embedding_bag_2d_indices,3472,assert_allclose,1,3486,embedding_bag,TODO
test\quantization\core\test_quantized_op.py,3492,test_embedding_bag_2d_indices,3472,assert_allclose,2,3491,pt_op,TODO
test\quantization\core\test_quantized_op.py,3492,test_embedding_bag_2d_indices,3472,assert_allclose,2,3504,torch.ops.quantized.embedding_bag_byte,TODO
test\quantization\core\test_quantized_op.py,3506,test_embedding_bag_2d_indices,3472,assert_allclose,1,3486,embedding_bag,TODO
test\quantization\core\test_quantized_op.py,3506,test_embedding_bag_2d_indices,3472,assert_allclose,2,3491,pt_op,TODO
test\quantization\core\test_quantized_op.py,3506,test_embedding_bag_2d_indices,3472,assert_allclose,2,3504,torch.ops.quantized.embedding_bag_byte,TODO
test\quantization\core\test_quantized_op.py,3697,_test_qconv_impl,3644,assert_array_almost_equal,1,3669,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,3697,_test_qconv_impl,3644,assert_array_almost_equal,2,3679,qconv_fn,TODO
test\quantization\core\test_quantized_op.py,4720,test_avg_pool2d,4677,assert_array_almost_equal,1,4718,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,4720,test_avg_pool2d,4677,assert_array_almost_equal,2,4716,q_avg_pool,TODO
test\quantization\core\test_quantized_op.py,4768,test_adaptive_avg_pool2d,4733,assert_array_almost_equal,1,4766,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,4768,test_adaptive_avg_pool2d,4733,assert_array_almost_equal,2,4764,q_avg_pool,TODO
test\quantization\core\test_quantized_op.py,4789,test_mean,4778,assert_array_almost_equal,1,4786,torch.mean,TODO
test\quantization\core\test_quantized_op.py,4789,test_mean,4778,assert_array_almost_equal,1,4787,torch.quantize_per_tensor,TODO
test\quantization\core\test_quantized_op.py,4789,test_mean,4778,assert_array_almost_equal,2,4788,torch.mean,TODO
test\quantization\core\test_quantized_tensor.py,248,test_qtensor_quant_dequant,238,allclose,1,242,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,248,test_qtensor_quant_dequant,238,allclose,1,251,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,248,test_qtensor_quant_dequant,238,allclose,1,244,r.contiguous,TODO
test\quantization\core\test_quantized_tensor.py,248,test_qtensor_quant_dequant,238,allclose,2,254,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,248,test_qtensor_quant_dequant,238,allclose,2,247,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,255,test_qtensor_quant_dequant,238,allclose,1,242,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,255,test_qtensor_quant_dequant,238,allclose,1,251,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,255,test_qtensor_quant_dequant,238,allclose,1,244,r.contiguous,TODO
test\quantization\core\test_quantized_tensor.py,255,test_qtensor_quant_dequant,238,allclose,2,254,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,255,test_qtensor_quant_dequant,238,allclose,2,247,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,329,test_qtensor_dtypes,322,allclose,1,323,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,329,test_qtensor_dtypes,322,allclose,2,328,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,357,_test_quantize_per_channel,331,allclose,1,355,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,357,_test_quantize_per_channel,331,allclose,2,353,_quantize_per_channel_ref_nd,TODO
test\quantization\core\test_quantized_tensor.py,358,_test_quantize_per_channel,331,allclose,2,356,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,375,test_qtensor_quantize_per_channel,360,allclose,1,373,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,375,test_qtensor_quantize_per_channel,360,allclose,2,375,UNSUPPORTED Name (named variable or defined function: quantize_c),TODO
test\quantization\core\test_quantized_tensor.py,376,test_qtensor_quantize_per_channel,360,allclose,1,361,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,376,test_qtensor_quantize_per_channel,360,allclose,1,379,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,376,test_qtensor_quantize_per_channel,360,allclose,1,389,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,376,test_qtensor_quantize_per_channel,360,allclose,2,374,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,417,test_quantize_per_channel_float_qparams,398,allclose,1,414,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,417,test_quantize_per_channel_float_qparams,398,allclose,2,416,quantize_ref,TODO
test\quantization\core\test_quantized_tensor.py,418,test_quantize_per_channel_float_qparams,398,allclose,1,399,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,418,test_quantize_per_channel_float_qparams,398,allclose,1,421,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,418,test_quantize_per_channel_float_qparams,398,allclose,1,431,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,418,test_quantize_per_channel_float_qparams,398,allclose,2,415,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,475,test_quantize_per_channel_sub_byte,440,allclose,1,446,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,475,test_quantize_per_channel_sub_byte,440,allclose,1,482,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,475,test_quantize_per_channel_sub_byte,440,allclose,2,474,_quantize_per_channel_sub_byte_ref,TODO
test\quantization\core\test_quantized_tensor.py,475,test_quantize_per_channel_sub_byte,440,allclose,2,483,_quantize_per_channel_sub_byte_ref,TODO
test\quantization\core\test_quantized_tensor.py,476,test_quantize_per_channel_sub_byte,440,allclose,1,443,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,476,test_quantize_per_channel_sub_byte,440,allclose,1,479,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,476,test_quantize_per_channel_sub_byte,440,allclose,2,447,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,484,test_quantize_per_channel_sub_byte,440,allclose,1,446,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,484,test_quantize_per_channel_sub_byte,440,allclose,1,482,torch.quantize_per_channel,TODO
test\quantization\core\test_quantized_tensor.py,484,test_quantize_per_channel_sub_byte,440,allclose,2,474,_quantize_per_channel_sub_byte_ref,TODO
test\quantization\core\test_quantized_tensor.py,484,test_quantize_per_channel_sub_byte,440,allclose,2,483,_quantize_per_channel_sub_byte_ref,TODO
test\quantization\core\test_quantized_tensor.py,496,test_qtensor_permute,486,allclose,1,490,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_quantized_tensor.py,496,test_qtensor_permute,486,allclose,2,494,qr.dequantize,TODO
test\quantization\core\test_quantized_tensor.py,508,test_qtensor_permute,486,allclose,1,500,qr.transpose,TODO
test\quantization\core\test_quantized_tensor.py,508,test_qtensor_permute,486,allclose,2,490,UNSUPPORTED Binary Operation,TODO
test\quantization\core\test_workflow_module.py,282,test_state_dict_respects_device_affinity,250,assertLessEqual,1,282,UNSUPPORTED Name (named variable or defined function: len),TODO
test\quantization\core\test_workflow_module.py,691,test_fq_module_per_channel,677,assert_allclose,1,689,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_module.py,691,test_fq_module_per_channel,677,assert_allclose,2,686,fq_module,TODO
test\quantization\core\test_workflow_module.py,698,test_fq_module_per_channel,677,assert_allclose,1,696,_fake_quantize_per_channel_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,171,test_forward_per_tensor,159,assert_allclose,1,168,_fake_quantize_per_tensor_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,171,test_forward_per_tensor,159,assert_allclose,2,169,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,194,test_backward_per_tensor,177,assert_allclose,1,191,_fake_quantize_per_tensor_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,217,test_forward_per_tensor_half_precision_numerics,207,allclose,1,215,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,217,test_forward_per_tensor_half_precision_numerics,207,allclose,2,216,_fake_quantize_per_tensor_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,223,test_forward_per_tensor_half_precision_numerics,207,allclose,1,221,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,223,test_forward_per_tensor_half_precision_numerics,207,allclose,2,222,_fake_quantize_per_tensor_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,231,test_forward_per_tensor_half_precision_numerics,207,allclose,1,229,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,231,test_forward_per_tensor_half_precision_numerics,207,allclose,2,230,_fake_quantize_per_tensor_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,250,_test_forward_per_tensor_cachemask_impl,233,allclose,1,246,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,250,_test_forward_per_tensor_cachemask_impl,233,allclose,2,248,to,TODO
test\quantization\core\test_workflow_ops.py,280,_test_backward_per_tensor_cachemask_impl,262,allclose,1,276,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,280,_test_backward_per_tensor_cachemask_impl,262,allclose,2,278,to,TODO
test\quantization\core\test_workflow_ops.py,287,_test_backward_per_tensor_cachemask_impl,262,allclose,1,284,_fake_quantize_per_tensor_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,317,_test_learnable_forward_per_tensor,299,allclose,1,311,to,TODO
test\quantization\core\test_workflow_ops.py,317,_test_learnable_forward_per_tensor,299,allclose,2,314,to,TODO
test\quantization\core\test_workflow_ops.py,373,_test_learnable_backward_per_tensor,341,allclose,1,365,detach,TODO
test\quantization\core\test_workflow_ops.py,373,_test_learnable_backward_per_tensor,341,allclose,2,366,detach,TODO
test\quantization\core\test_workflow_ops.py,377,_test_learnable_backward_per_tensor,341,allclose,2,368,detach,TODO
test\quantization\core\test_workflow_ops.py,381,_test_learnable_backward_per_tensor,341,allclose,2,370,detach,TODO
test\quantization\core\test_workflow_ops.py,429,test_numerical_consistency_per_tensor,416,assert_allclose,1,426,torch.dequantize,TODO
test\quantization\core\test_workflow_ops.py,429,test_numerical_consistency_per_tensor,416,assert_allclose,2,427,torch.fake_quantize_per_tensor_affine,TODO
test\quantization\core\test_workflow_ops.py,448,test_fq_module_per_tensor,435,assert_allclose,1,447,_fake_quantize_per_tensor_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,448,test_fq_module_per_tensor,435,assert_allclose,2,444,fq_module,TODO
test\quantization\core\test_workflow_ops.py,454,test_fq_module_per_tensor,435,assert_allclose,1,453,_fake_quantize_per_tensor_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,607,test_forward_per_channel,593,assert_allclose,1,604,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,607,test_forward_per_channel,593,assert_allclose,2,605,torch.fake_quantize_per_channel_affine,TODO
test\quantization\core\test_workflow_ops.py,627,_test_forward_per_channel_cachemask_impl,609,assert_allclose,1,623,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,627,_test_forward_per_channel_cachemask_impl,609,assert_allclose,2,625,torch.fake_quantize_per_channel_affine,TODO
test\quantization\core\test_workflow_ops.py,648,test_forward_per_channel_half_precision_numerics,637,allclose,1,646,torch.fake_quantize_per_channel_affine,TODO
test\quantization\core\test_workflow_ops.py,648,test_forward_per_channel_half_precision_numerics,637,allclose,2,647,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,655,test_forward_per_channel_half_precision_numerics,637,allclose,1,653,torch.fake_quantize_per_channel_affine,TODO
test\quantization\core\test_workflow_ops.py,655,test_forward_per_channel_half_precision_numerics,637,allclose,2,654,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,664,test_forward_per_channel_half_precision_numerics,637,allclose,1,662,torch.fake_quantize_per_channel_affine,TODO
test\quantization\core\test_workflow_ops.py,664,test_forward_per_channel_half_precision_numerics,637,allclose,2,663,_fake_quantize_per_channel_affine_reference,TODO
test\quantization\core\test_workflow_ops.py,685,_test_learnable_forward_per_channel,666,allclose,1,679,to,TODO
test\quantization\core\test_workflow_ops.py,685,_test_learnable_forward_per_channel,666,allclose,2,682,to,TODO
test\quantization\core\test_workflow_ops.py,734,test_backward_per_channel,716,assert_allclose,1,731,_fake_quantize_per_channel_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,756,_test_backward_per_channel_cachemask_impl,736,assert_allclose,1,753,_fake_quantize_per_channel_affine_grad_reference,TODO
test\quantization\core\test_workflow_ops.py,802,_test_learnable_backward_per_channel,768,allclose,1,793,detach,TODO
test\quantization\core\test_workflow_ops.py,802,_test_learnable_backward_per_channel,768,allclose,2,794,grad.detach,TODO
test\quantization\core\test_workflow_ops.py,806,_test_learnable_backward_per_channel,768,allclose,2,796,grad.detach,TODO
test\quantization\core\test_workflow_ops.py,811,_test_learnable_backward_per_channel,768,allclose,2,798,grad.detach,TODO
test\quantization\core\test_workflow_ops.py,862,test_numerical_consistency_per_channel,847,assert_allclose,1,859,torch.dequantize,TODO
test\quantization\core\test_workflow_ops.py,862,test_numerical_consistency_per_channel,847,assert_allclose,2,860,torch.fake_quantize_per_channel_affine,TODO
test\quantization\fx\test_quantize_fx.py,4038,_test_conv_transpose_impl,4016,allclose,1,4025,self.checkGraphModeFxOp,TODO
test\quantization\fx\test_quantize_fx.py,4038,_test_conv_transpose_impl,4016,allclose,2,4036,m2q,TODO
test\quantization\fx\test_quantize_fx.py,4236,_test_model_impl,4168,allclose,1,4231,qgraph,TODO
test\quantization\fx\test_quantize_fx.py,4236,_test_model_impl,4168,allclose,2,4228,torch.jit.script,TODO
test\quantization\fx\test_quantize_fx.py,4236,_test_model_impl,4168,allclose,2,4232,qgraph_script,TODO
test\quantization\jit\test_deprecated_jit_quant.py,170,test_rnn_quantized,105,assert_allclose,2,144,copy.deepcopy,TODO
test\quantization\jit\test_deprecated_jit_quant.py,177,test_rnn_quantized,105,assert_allclose,2,144,copy.deepcopy,TODO
test\quantization\jit\test_deprecated_jit_quant.py,186,test_rnn_quantized,105,assert_allclose,2,144,copy.deepcopy,TODO
test\quantization\jit\test_deprecated_jit_quant.py,193,test_rnn_quantized,105,assert_allclose,2,144,copy.deepcopy,TODO
